C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_32_511.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_32_511.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_32_511.jpg,0,0.8942822,0,2.91103
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_32_579.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_32_579.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_32_579.jpg,0,0.9246011,0,3.526267
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_32_646.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_32_646.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_32_646.jpg,0,1,0,4.221082
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_32_717.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_32_717.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_32_717.jpg,0,1,0,5.152797
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_32_788.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_32_788.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_32_788.jpg,0,1,0,5.846926
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_32_858.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_32_858.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_32_858.jpg,0,1,0,6.766007
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_32_933.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_32_933.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_32_933.jpg,0,1,0,7.67806
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_003.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_003.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_003.jpg,0,1,0,8.357414
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_075.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_075.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_075.jpg,0,1,0,9.257011
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_146.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_146.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_146.jpg,0,1,0,9.927206
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_214.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_214.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_214.jpg,0,1,0,10.8145
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_285.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_285.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_285.jpg,0,1,0,11.57453
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_360.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_360.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_360.jpg,0,1,0,12.39021
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_429.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_429.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_429.jpg,0,1,0,13.0307
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_500.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_500.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_500.jpg,0,1,0,13.75055
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_568.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_568.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_568.jpg,0,1,0,14.59009
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_643.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_643.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_643.jpg,0,1,0,15.48442
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_715.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_715.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_715.jpg,0,1,0,16.32109
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_789.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_789.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_789.jpg,0,1,0,16.71233
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_860.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_860.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_860.jpg,0,1,0,17.56189
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_927.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_927.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_927.jpg,0,1,0,18.37321
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_33_999.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_33_999.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_33_999.jpg,0,1,0,19.18147
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_070.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_070.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_070.jpg,0,1,0,19.66038
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_144.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_144.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_144.jpg,0,1,0,20.48534
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_216.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_216.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_216.jpg,0,1,0,21.3037
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_289.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_289.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_289.jpg,0,1,0,21.95926
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_358.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_358.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_358.jpg,0,1,0,22.73962
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_425.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_425.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_425.jpg,0,1,0,23.30976
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_498.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_498.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_498.jpg,0,1,0,24.09394
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_565.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_565.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_565.jpg,0,1,0,24.67811
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_632.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_632.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_632.jpg,0,1,0,25.4461
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_708.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_708.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_708.jpg,0,1,0,26.01858
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_777.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_777.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_777.jpg,0,1,0,26.77657
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_844.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_844.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_844.jpg,0,1,0,27.34117
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_916.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_916.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_916.jpg,0,1,0,28.08844
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_34_989.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_34_989.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_34_989.jpg,0,1,0,28.64513
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_062.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_062.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_062.jpg,0,1,0,29.38206
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_134.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_134.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_134.jpg,0,1,0,30.11299
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_202.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_202.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_202.jpg,0,1,0,30.19015
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_272.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_272.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_272.jpg,0,1,0,30.19024
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_338.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_338.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_338.jpg,0,1,0,30.19038
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_409.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_409.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_409.jpg,0,1,0,30.19031
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_478.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_478.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_478.jpg,0,1,0,30.19037
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_551.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_551.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_551.jpg,0,1,0,30.19014
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_626.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_626.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_626.jpg,0,1,0,30.19029
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_693.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_693.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_693.jpg,0,1,0,30.19022
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_762.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_762.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_762.jpg,0,1,0,30.19029
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_834.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_834.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_834.jpg,0,1,0,30.19027
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_903.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_903.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_903.jpg,0,1,0,30.19037
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_35_973.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_35_973.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_35_973.jpg,0,1,0,30.1903
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_041.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_041.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_041.jpg,0,1,0,30.19028
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_111.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_111.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_111.jpg,0,1,0,30.1903
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_184.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_184.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_184.jpg,0,1,0,30.19013
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_258.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_258.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_258.jpg,0,1,0,29.81781
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_326.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_326.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_326.jpg,0,1,0,30.19955
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_395.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_395.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_395.jpg,0,0.857222,0,29.32281
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_466.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_466.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_466.jpg,0.15,0.6768153,0,28.80395
C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\center_2019_01_18_12_52_36_536.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\left_2019_01_18_12_52_36_536.jpg,C:\Users\mrsoh\How_to_simulate_a_self_driving_car\data\IMG\right_2019_01_18_12_52_36_536.jpg,0.35,0.4356837,0,28.83255
